,emoji,labeled,review,title
1682,0.0,True,"there multiple villains to this story, from the unseen “ursa maritimas” (or is it) lurking around the ships, to the mutinous sailors, to the most important villain of all..",The Terror
1683,0.0,True,the real story is about the people’s lives on the ships,The Terror
1684,4.0,True,"thank you dan simmons for writing such a fantastic epic horror, historical, supernatural, adventure novel that is “the terror”.for the days that i spent listening to this book, i ate more ravenously, i felt colder then normal and i thought a lot about “what would i do if placed in a similar situation”.“the terror” is the story of two english naval ships that set out on an exploration in 1845 and become trapped in solid ice..",The Terror
1685,0.0,True,that’s the shortest synopsis,The Terror
1686,0.0,True,the narration by tom sellwood was amazing and i loved listening to his ability to change his tones and accents ever so slightly to conjure the image of the new characters,The Terror
1687,3.0,True,"the ice.i highly recommend this emotional roller coaster dark, epic book",The Terror
1688,0.0,True,the people you get to know intimately and grow to love and hate or the other way around,The Terror
1689,0.0,True,i cannot believe the range of voices and accents he can do,The Terror
1690,6.0,True,narrator is fabulous,The Terror
1691,0.0,True,i thought another book crashed into the one i was reading..,The Terror
1692,0.0,True,"if you're just up for a fast moving horror story, maybe you should pass on this one",The Terror
1693,0.0,True,"if you are partial to historical fiction, you'll love it",The Terror
1694,6.0,True,outstanding,The Terror
1696,4.0,True,"started slowly, grew into some truly frightening horror, then took an odd left turn",The Terror
1697,0.0,True,i'm not sure whether to recommend this or not,The Terror
1698,4.0,True,"i'll never forget this book, but i will also never re-read it",The Terror
1699,0.0,True,"i found myself starting over, on occasion, to make sure i was following appropriately",The Terror
1700,0.0,True,"however, by the fourth or fifth chapter, i was enjoying the context",The Terror
1701,0.0,True,some chapters were apt to throw the reader a bit off track at first,The Terror
1703,6.0,True,"as usual, simmons is a masterful artist of pen to paper; this novel is definitely binge-worthy",The Terror
1704,6.0,True,good read; i highly recommend this classic,The Terror
1705,6.0,True,"the narrator, sellwood, did a classy job as always",The Terror
1706,4.0,True,truly there were some terrifying and haunting moments,The Terror
1707,5.0,True,it's not that i can't listen to long books but i dunno..,The Terror
1708,5.0,True,then somewhere around the 17th hour there was some shouting in different accents that sounded more cartoonish than dramatic and i realized i didn't know what was going on because i'd just completely tuned out,The Terror
1709,5.0,True,i couldn't stay with this one,The Terror
1710,0.0,True,i was invested in the very well developed characters so i rode it out,The Terror
1711,5.0,True,this plus the boredome just made me resentful and i stopped listening,The Terror
1713,5.0,True,great narration and the story started out good but it's long and then it began to drag,The Terror
1714,4.0,True,"in spite of its somewhat unsatisfactory ending, this is an excellent “wilderness horror” tale in the tradition of algernon blackwood",The Terror
1715,4.0,True,"although the remains of the two ships have recently been discovered, the exact fate of their crews, although no doubt gruesome and horrible, remains a mystery",The Terror
1716,0.0,True,of particular interest is simmons’s use of the true story of the franklin expedition to the arctic in search of a northwest passage during the late 1840s,The Terror
1718,0.0,True,"it shows the influence of other classic writers, too, such as poe and melville",The Terror
1719,4.0,True,"simmons imaginatively fills in the gaps with a story that blends the factual and historical with the supernatural and mystical, for a supremely eerie and unsettling effect",The Terror
1720,4.0,True,"at first i will say, until dan simmons opened my horizons, i never expected to read a book about the crew of an arctic expedition, their varied fates leading to one inevitable one for all (except one, and i promise no spoilers here), stories of good and evil, revelry turning to survival, true heroism juxtaposed with cowardice, and ultimately, for one man, redemption.some background: i have read about 8-10 dan simmons books so far on audible, starting with carrion comfort (still my favorite albeit with stiff competition), and my journey has taken me to places i never expected to go",The Terror
1721,6.0,True,"because in the end, the payoff will take your breath away",The Terror
1723,4.0,True,the horror does not disappoint in any of these regards,The Terror
1724,0.0,True,be patient,The Terror
1725,2.0,True,some have said the some of simmons works are ponderous: i say--so is life if we live it fully,The Terror
1726,2.0,True,"the reason for this is that i trust dan simmons to introduce me to well-rounded, fleshed out characters, in backgrounds rich with historical significance, who define, aggregately, the human condition",The Terror
1727,0.0,True,"for those of you who shy away from books that are a bit too lengthy for your personal taste, please, take the time to immerse yourself in the worlds that simmons will introduce you to",The Terror
1728,4.0,True,"the final three hours will leave you spellbound.in short, the horror is a voyage worth taking",The Terror
1729,6.0,True,"in addition to this, most of his books combine, inexplicably yet somehow fittingly, a combination of superb plot and character development, immersion into the relevant history of where the story takes place, spine tingling adventure, real horror and fear, supernatural elements, and, above all, a deep sense of spirituality",The Terror
1730,0.0,True,"Especially since some of these same issues dogged my own family in the exact same ways -- assimilation, expectation, emotional manipulation, sublimation, isolation, favoritism and disapproval, and most of all the necessity of lying to keep your true feelings hidden (though for us there was no tragic ending)",Everything I Never Told You
1731,3.0,True,Yet it does so without the turbulence of the outside world intruding (quite the opposite of the similarly set and similarly themed Ice Storm) -- that's how turbulent this family's life has become.This book's emotional punch is aimed straight at the solar plexus,Everything I Never Told You
1732,0.0,True,"This is a character study of a family, of each individual in that family",Everything I Never Told You
1733,0.0,True,"In the next ten-plus hours, the mystery behind her death unfolds",Everything I Never Told You
1734,4.0,True,It is not for the faint of heart,Everything I Never Told You
1735,4.0,True,"We know from the opening line of Everything I Never Told You that Emily, a high school student in Ohio in 1977, is dead",Everything I Never Told You
1736,6.0,True,I found it to be pitch perfect,Everything I Never Told You
1737,2.0,True,"Without ever hitting us over the head with the bigger picture, always staying within the lines of this particular family's dysfunction, first-time novelist Celeste Ng also tackles the subjects of gender roles and racial equality, loneliness and alienation",Everything I Never Told You
1738,0.0,True,"We learn many things about her immediate family -- her Chinese father, American mother, envious brother, little sister -- as well as her only friend, a potentially dangerous boy who lives next door.This is not a murder mystery",Everything I Never Told You
1739,0.0,True,"Their ""transformation"" is just an opportunity to exercise more of their own self-absorption",Everything I Never Told You
1740,0.0,True,The metaphor of the prehistoric fly trapped in amber is apt,Everything I Never Told You
1741,0.0,True,"More so, because the neglected ones have a chance to escape, whereas the chosen one is doomed",Everything I Never Told You
1742,0.0,True,These parents care only for themselves,Everything I Never Told You
1743,0.0,True,SPOILER ALERT,Everything I Never Told You
1744,3.0,True,This is a sad and bleak story of the price that narcissitic and poisonous parents exact on their children,Everything I Never Told You
1745,3.0,True,"There is not a moment's guilt for what they eventually, and implausibly, realize they did to Lydia, or for the price she paid for their now, supposedly, functional family, cleansed magically of its toxicity",Everything I Never Told You
1746,5.0,True,"I give the story 2 stars, because I did care enough to read through and find out what happened",Everything I Never Told You
1747,5.0,True,Her voice was fake: all smarmy and soothing and pregnant with feeling,Everything I Never Told You
1748,0.0,True,"Disclosure: I received this audiobook free through the Ford book club; there was no requirement to review this audiobook in exchange for the freebie.This is the debut book by this author, and I really enjoyed it",Everything I Never Told You
1749,6.0,True,"The narrator was very good, but I wish there had been some changes to the different character's voices to help differentiate when the perspectives changed",Everything I Never Told You
1750,0.0,True,"I wasn't sure until the end what happened to Lydia, and I was surprised by the ending",Everything I Never Told You
1751,0.0,True,This may be a better read in print if your mind tends to wander at times when listening to audio books,Everything I Never Told You
1752,0.0,True,"Once in awhile, I had to try and remember what perspective we were in",Everything I Never Told You
1753,0.0,True,"The characters were well developed, and the family dynamics were well told from the perspectives of the various characters",Everything I Never Told You
1754,2.0,True,"It is also a good book to discuss in a book club, as there are a lot of interesting questions that can be raised",Everything I Never Told You
1755,0.0,True,I particularly enjoyed the parts about the dynamics of a Chinese man marrying a non-Asian woman and the effects of the bigotry that existed at the time they were married on the family relationships,Everything I Never Told You
1756,0.0,True,"I had my suspicions throughout the story, but I was completely wrong - which is a good thing, as the author didn't tip her hand.I listened to this on audio, and enjoyed it but found that I had to pay very close attention as the characters' perspectives changed without much notice",Everything I Never Told You
1757,3.0,True,"There is no big reveal or twist, just a heartbreaking, poignant resolution.There are several things that I don't understand or can't judge because I have no experience with them, and they affected how I felt about the book",Everything I Never Told You
1758,0.0,True,"Marilyn has unrealized dreams of becoming a doctor, and her unfulfilled dreams become her expectations for the favorite child, middle daughter Lydia",Everything I Never Told You
1759,5.0,True,"This may have been an attempt to add some emotion to her narration, but there were some disruptive  instances where it was just plain difficult to hear what was being said without rewinding and relistening at a higher volume",Everything I Never Told You
1760,3.0,True,"Lastly and most importantly, I wonder about a completely reprehensible, almost unforgivable act that James commits after Lydia's funeral",Everything I Never Told You
1761,0.0,True,Celeste Ng writes this from each character's perspective while telling their stories so the reader can better understand why each family member acts as they do,Everything I Never Told You
1762,3.0,True,“Lydia is dead,Everything I Never Told You
1763,0.0,True,"Because of his race, James has always felt like an outsider, so as he raises his children, Nath, Lydia, and Hannah in the 1970s in Ohio, he aches to have them be popular and fit in as he never has",Everything I Never Told You
1764,0.0,True,"Also, Lydia seemed to be a lovely child, but I would have liked more detail as to why she was her parents' clear favorite, to the point that Nath and Lydia are barely noticed",Everything I Never Told You
1765,0.0,True,"Everything I Never Told You explores how a family falls apart when they can't see, understand, and accept each other for who they really are",Everything I Never Told You
1766,0.0,True,"She explains the culture and climate of the 1950s when James and Marilyn marry, along with the years of assumptions, misunderstandings, miscommunication, and sometimes total lack of communication that has led the Lee family to this point",Everything I Never Told You
1767,5.0,True,I hung in there for 4 hours (of a 10 hour story) and gave up,Everything I Never Told You
1768,0.0,True,This author really drags this story out and goes over territory that has already been gone over,Everything I Never Told You
1769,5.0,True,I was going to return this book and get my credit back but I had already returned several books because I could not get into them so I decided to just eat this one,Everything I Never Told You
1770,0.0,True,I think I probably need to stick with books that are around 8 hrs because those books don't usually ramble unnecessarily,Everything I Never Told You
1771,5.0,True,I have noticed lately that a lot of authors seem to like to drag out a story instead of just get on with it,Everything I Never Told You
1772,0.0,True,"This is not the kind of book I usually read, but as a member of the Ford Audiobook club I was given a copy.The story revolves around a family that tragically fails to express their feelings and beliefs and when a horrible calamity ensues they are all tested beyond all boundaries.We have James, the father, a Chinese American who just wants to fit in.Marilyn, the mother, a woman who yearns for more than being a mother.Nathan, the son, a disappointment to his father because James is reminded of himself.Lydia, the cherished daughter, a blue eyed girl that both parent's pin all of their hopes on.Hannah, the youngest, hiding in the shadows of a family that doesn't have room for anyone else.Jack, the bad boy, neighbor fits into the story as the one that may have all the answers.It's a beautifully, haunting story with a definite ending that some newer novels lack",Everything I Never Told You
1773,0.0,True,"At times, you find little love for these people that are operating at cross purposes, but in the end you come to love them all and mourn their tragedy with them.I cried openly in the last two chapters and it was a catharsis cry that brings you to a feeling of promise and hope for a better day.Hug your near and dear ones, you never know what tomorrow will bring",Everything I Never Told You
1774,3.0,True,"I have a plethora of sadness, in addition to lots of blessings, however a distraction is what I had wished for",Everything I Never Told You
1775,3.0,True,Not some redundant sadness,Everything I Never Told You
1776,0.0,True,Not more misery,Everything I Never Told You
1777,3.0,True,"And in addition, to building up the characters  to show how sad their lives really are, the narrator is absolutely annoying",Everything I Never Told You
1778,5.0,True,"I had high hopes for this book, but it was not for me",Everything I Never Told You
1779,3.0,True,Only choose this if you desire sadness in your life,Everything I Never Told You
1780,5.0,True,This story absolutely was not necessary in my life,Everything I Never Told You
1781,0.0,True,That's pretty much where this story begins and ends,Everything I Never Told You
1782,5.0,True,But it's such an immature narrative that it's hard to care,Everything I Never Told You
1783,5.0,True,My recommendation is to skip it,Everything I Never Told You
1784,0.0,True,"I think it's supposed to be about feminism, the dangers of parents placing pressures on children, racism",Everything I Never Told You
1785,0.0,True,This is a story that reminds me of something a very bright high school student would write:  A caricature of parents who put too much pressure on a child,Everything I Never Told You
1786,5.0,True,"The later's voice was so overly dramatic, I found myself rolling my eyes",Before We Were Yours
1787,5.0,True,I just don't understand all the five star ratings for this book,Before We Were Yours
1788,5.0,True,All the rest of the gobbledygook was useless and boring,Before We Were Yours
1789,5.0,True,"It was so drawn out, I just wanted them to get on with it",Before We Were Yours
1790,0.0,True,It is unfair to give an overall rating for performance when there is more than one reader,Before We Were Yours
1791,0.0,True,"There was good insight into her operations, through the voice of little Mae",Before We Were Yours
1792,5.0,True,"The only reason I continued was that I was hoping to learn more about Georgia Tan and the ""homes"" she ran for children",Before We Were Yours
1793,0.0,True,I would have given Catherine Taber five stars and Emily Rankin only two,Before We Were Yours
1794,5.0,True,"If the story had been told through the eyes of Mae, it would have been much more interesting",Before We Were Yours
1795,0.0,True,"I really wanted to know what happened to the 10 year old and the two little boys, but I do not want to spoil the story",Before We Were Yours
1796,5.0,True,"I do not like stories that lay out too much abuse and terrible hardship, this story does not do that, it is worth reading, I highly recommend it",Before We Were Yours
1797,6.0,True,I could not put it down,Before We Were Yours
1798,6.0,True,"From a person who has read Orphan Train and started reading The Lost generation, this book had my attention right from the start and I quickly became engrossed in the story line",Before We Were Yours
1799,6.0,True,"It is hard to read or hear about the abuse of the innocent, but the story line balances the tragedy of the terrible criminal acts with the strength, courage, resilience and tanasity of human nature walk forward and eventually over coming the past",Before We Were Yours
1800,6.0,True,Very very well constructed and performed,Before We Were Yours
1801,0.0,True,"The characters were very well developed, and even though it is based on true circumstances but not necessarily these people and outcomes, I cannot help but to hope that one day, all of these stolen people are somehow found, and reunited with their families or their information reunited with the descendants of the families they were stolen from",Before We Were Yours
1802,0.0,True,But what a lovely outcome in the story for this  young woman and family,Before We Were Yours
1803,4.0,True,"I did do some research on Georgia Tann, what an evil demon of a woman",Before We Were Yours
1804,4.0,True,"Also, a grim reminder of real life histories, poignant love",Before We Were Yours
1805,0.0,True,I was totally consumed,Before We Were Yours
1806,0.0,True,From the first page this story takes over your life,Before We Were Yours
1807,2.0,True,"So full of love, hardships, life struggles and endurance",Before We Were Yours
1808,5.0,True,"Probably better read, as one’s imagining of the characters’ voices would bring better life to the story",Before We Were Yours
1809,6.0,True,Worth downloading,Before We Were Yours
1810,5.0,True,1.25x speed is perfect,Before We Were Yours
1811,0.0,True,Last Avery chapter was needed to piece together some of what was meant for proper tie-in,Before We Were Yours
1812,0.0,True,Rill’s chapters made for a great story,Before We Were Yours
1813,5.0,True,Performance was dragged by the poor inflection for the character’s dialect,Before We Were Yours
1814,6.0,True,Story was well written and told,Before We Were Yours
1815,6.0,True,"Really loved the narrators, especially the one who performed the parts of the big sister (May) and her siblings",Before We Were Yours
1816,0.0,True,"Had never heard of her, and extremely sad how she managed to get away with what she was doing for so many years",Before We Were Yours
1817,6.0,True,Her southern drawl and ability to sound young was pretty impressive,Before We Were Yours
1818,6.0,True,"Kept me glued, and wanting to learn more about Georgia Tan and if the children ever reunite with their families, even in adulthood",Before We Were Yours
1819,5.0,True,"Must say that I had a difficult time listening to this book, only due to the terrible treatment which was described throughout",Before We Were Yours
1820,6.0,True,An eye opener for sure,Before We Were Yours
1821,6.0,True,The Narrators were surperb,Before We Were Yours
1822,0.0,True,She uses discretion in places other writers would not,Before We Were Yours
1823,6.0,True,I found myself unable 2 quit listening until the end,Before We Were Yours
1824,4.0,True,"In typical Wingate style, we learn of tragedies yet hope",Before We Were Yours
1825,6.0,True,I applaud her writing & style,Before We Were Yours
1826,2.0,True,"This book comes from true history..let's not forget that this isn't just a book with ""difficult things to hear""",Before We Were Yours
1827,6.0,True,6 out of 5 Stars,Before We Were Yours
1828,0.0,True,Not at all,Before We Were Yours
1829,6.0,True,The story gripped me from the beginning,Before We Were Yours
1830,6.0,True,5 stars,Before We Were Yours
1831,3.0,True,Heart-wrenching at times but not over the top as to make you feel the book is a task to get through,Before We Were Yours
1832,6.0,True,"Out of the 15-20 audiobooks I've listened to so far this year, this one is the best",Before We Were Yours
1833,6.0,True,You'll not want to put it down,Before We Were Yours
1834,0.0,True,"It was tastefully done with plenty of happiness, too",Before We Were Yours
1835,6.0,True,Id have to say my favorite so far,Before We Were Yours
1836,6.0,True,I couldn't put it down,Before We Were Yours
1837,6.0,True,I listened every chance I could,Before We Were Yours
1838,0.0,True,Pino Lella is such a man,Beneath a Scarlet Sky
1839,6.0,True,This is one of the best books Audible has to offer,Beneath a Scarlet Sky
1840,0.0,True,"He served as the General's interpreter to Mussolini, and actually met him on numerous occasions",Beneath a Scarlet Sky
1841,0.0,True,"This story is based on actual, documented events in WW2 a 17 -18 year old Pino experienced.We are introduced to Pino in the last two years of WW2",Beneath a Scarlet Sky
1842,0.0,True,"Mussolini was under house arrest by 1944-45, guarded by Germans",Beneath a Scarlet Sky
1843,0.0,True,"Politically the two countries were considered allies, but in reality it was the German Army controlling Itialian forces as well as political policies",Beneath a Scarlet Sky
1844,0.0,True,"Like most people who lived and fought in WW2, he reluctantly shared his story after over 50 years silence",Beneath a Scarlet Sky
1845,0.0,True,"The country may have looked Fascist to the world, but its peoples were deeply divided politically between Fascist, Nazi, Communist and Democratic Populists.Pino was and remains an upbeat, confident and humble man",Beneath a Scarlet Sky
1846,0.0,True,Keep in mind Pino was 18 when war ended.The story is as complicated as Italy's politics were at the time,Beneath a Scarlet Sky
1847,2.0,True,"I rarely review, but this was such a different, human perspective of WW2 in Italy and showed so clearly, how murky options and people can be in real life",Beneath a Scarlet Sky
1848,0.0,True,"I will bear witness to Pino's story, and remember he and Anna always..great narration too",Beneath a Scarlet Sky
1849,3.0,True,I felt like I could feel Pino's feelings throughout the entire story,Beneath a Scarlet Sky
1850,6.0,True,One of the best told WWII novels I've read/listened to,Beneath a Scarlet Sky
1851,6.0,True,Truly remarkable,Beneath a Scarlet Sky
1852,3.0,True,"It makes me very sad, to think that without the persistence of this author, Pino could have died and his story never told",Beneath a Scarlet Sky
1853,6.0,True,"This is one of the best books I've read or listened to, ever!!",Beneath a Scarlet Sky
1854,6.0,True,"Also, the narrator was the best!!",Beneath a Scarlet Sky
1855,6.0,True,"Please take the time to read or listen to this book, in order to appreciate the heroism and sacrifice of this young man during the war",Beneath a Scarlet Sky
1856,6.0,True,"I'm so thankful that such a gifted, talented writer took the time over 10 years to listen to and research this man's recounting of his life in Milan during World War II",Beneath a Scarlet Sky
1857,6.0,True,You'll never forget this book,Beneath a Scarlet Sky
1858,6.0,True,I continue to be fascinated and devastated by WWII stories,Beneath a Scarlet Sky
1859,6.0,True,this is one of the best,Beneath a Scarlet Sky
1860,0.0,True,I now want to visit the scenes in Milan,Beneath a Scarlet Sky
1861,6.0,True,This interesting novel is well written and narrated,Beneath a Scarlet Sky
1862,0.0,True,It is a dramatized story of a young man named Pino Lella who was a hero of the fascist resistance,Beneath a Scarlet Sky
1863,5.0,True,The story is excessively wordy and slow moving which I have decided to overlook due to its historical importance,Beneath a Scarlet Sky
1864,0.0,True,Beneath the Scarlet Sky is set in northern Italy in and around Milan during WWII,Beneath a Scarlet Sky
1865,0.0,True,This helped me understand what so many people went through during WWI ad WWII,The Nightingale
1866,6.0,True,Loved the story and the narrator,The Nightingale
1867,4.0,True,"Women and children in peril, torture, extreme violence and the horrors of war are all strong themes",The Nightingale
1868,4.0,True,"A harrowing, heartbreaking, and terrifying listening experience",The Nightingale
1869,0.0,True,I have mixed feelings about this intense work of fiction,The Nightingale
1870,0.0,True,Her timing and accents added to the experience of listening,The Nightingale
1871,0.0,True,"In the end, I allowed the excellent storytelling to override my concerns and treated the book as a compelling work of fiction.Polly Stone's narration was really good",The Nightingale
1872,3.0,True,Hannah's writing captured the emotions and fears of women in war forced to make difficult and impossible decisions,The Nightingale
1873,4.0,True,If actual historic facts matter to you or if you are disturbed by violence I would proceed with caution,The Nightingale
1874,0.0,True,Some of the information presented in this book contradicts the actual history of the time,The Nightingale
1875,0.0,True,This is probably because I have read several books of nonfiction recently about France during WWII and the Vichy Regime,The Nightingale
1876,6.0,True,Do yourself a favor and don't miss this one,The Nightingale
1877,6.0,True,This is a great novel,The Nightingale
1878,6.0,True,"In all three criteria Audible asks for, it is easily five star",The Nightingale
1879,6.0,True,Her work helped make this such a wonderful experience,The Nightingale
1880,0.0,True,Just a note about Polly Stone the narrator,The Nightingale
1881,6.0,True,It does everything a novel is supposed to and leaves you drained at the end,The Nightingale
1882,6.0,True,"She is very, very good and maintains a level that matches the quality of the novel",The Nightingale
1883,2.0,True,"And I found myself wanting to stop along the way to reflect on situations and decisions characters had made and ask myself, ""What would you have done?"" There are many moral dilemmas in this book, none of which are easy",The Nightingale
1884,0.0,True,"A stark reminder that not only men, but also women, were heroes in that war.It's a long book, but I never felt it to drag",The Nightingale
1885,2.0,True,"It's a powerful, thought-provoking look at this horrible time in history from the very intimate perspective of a woman, wife, mother, sister, daughter and friend",The Nightingale
1886,0.0,True,There have been many books written about WWII and I have read many of them,The Nightingale
1887,6.0,True,The best book I've listened to in the past twelve months,The Nightingale
1888,0.0,True,For that reason I almost passed up this gem,The Nightingale
1889,0.0,True,How far would you go to protect your child?It was well worth the credit,The Nightingale
1890,2.0,True,"It's about impossible choices, strength of the human spirit, endurance beyond imagining and hope",The Nightingale
1891,6.0,True,The narration was very well done,The Nightingale
1892,6.0,True,This was an extremely well-written story,The Nightingale
1893,3.0,True,The characters seem real and evoked emotional highs and lows for the reader,The Nightingale
1894,6.0,True,Excellent writing and beautiful reading,The Nightingale
1895,6.0,True,I highly recommend this book for any reader and plan to have my teenage daughter sit down and read this book with me.This is now my favorite book and I have many many to compare,The Nightingale
1896,0.0,True,"With all the advance press, I was hoping for something equal to, say, ""The Goldfinch"" for this year's list of greats",The Nightingale
1897,0.0,True,"I don't think this book comes close to ""Code Name Verity"" in quality, but there's no question it will generate great word-of-mouth and be a book club favorite.As to the book itself, I wish I could rate it in two halves",The Nightingale
1898,0.0,True,"Is it ""Winds of War"" caliber",The Nightingale
1899,0.0,True,I'm glad I did,The Nightingale
1900,0.0,True,But that book will never get a new flock of readers and social media buzz where this one just might,The Nightingale
1901,0.0,True,All the set up on the characters paid off,The Nightingale
1902,0.0,True,"If it helps a new generation know what women did during the war, it will have done its job",The Nightingale
1903,5.0,True,The narrator didn't help much,The Nightingale
1904,6.0,True,I'd even call it great,The Nightingale
1905,0.0,True,"Yes, it's good - but it's not going to make that list for me.Though there's never a shortage of WWII books in fiction, there have never been enough books about the huge contribution women made to the war",The Nightingale
1906,0.0,True,If you enjoy historical novels this may be worth your time,The Nightingale
1907,5.0,True,A mildly compelling story well read but somewhat cliché,The Nightingale
1908,6.0,True,I highly recommend this book on Audible,The Nightingale
1909,0.0,True,The different character voices and current pronunciation of French words was better than I could have attempted,The Nightingale
1910,6.0,True,"The story line is great-I can identify with Isabel, with her speak before thinking attitude",The Nightingale
1911,0.0,True,Full time doctoral studies and full time work leaves no time for reading,The Nightingale
1912,0.0,True,I bought this book on Audible and it would keep me company on my hour commute to and from work,The Nightingale
1913,6.0,True,I wish the book didn't end,The Nightingale
1914,3.0,True,"I found myself laughing, crying, dropping my jaw in shock and disgust and didn't want to stop listening",The Nightingale
1915,6.0,True,You won't regret it,The Nightingale
1916,0.0,True,"She realizes that for the protection of Vianne and her daughter, she must flee",The Nightingale
1917,0.0,True,"From one of those sisters, now placed in a nursing home in Oregon, USA,  the tale of survival is unraveled, but which surviving sister narrates the history remains unknown until the novel's end...and I hung onto the book until that ending and wished the story could've gone on",The Nightingale
1918,4.0,True,Each of their paths are harrowing and absorbing,The Nightingale
1919,5.0,True,Not what I was looking for,The Nightingale
1920,0.0,True,"Young and compulsive, Isabelle defies the occupation openly until an event  brings soldiers too close to their home",The Nightingale
1921,0.0,True,"Even a rumor started from jealousy, or a false accusation can be deathly under the brutal Gestapo's presence",The Nightingale
1922,0.0,True,She joins the Resistance and becomes a guide secretly transporting injured Allied airmen over the Pyrenees into Spain,The Nightingale
1923,4.0,True,"In silent horror, she watches as her friends and neighbors are branded with the Jewish star, then gathered into wagons and trains, often leaving infants behind alone",The Nightingale
1924,2.0,True,"It is worth mentioning that though this is fiction, Hannah said her idea for the story was ignited by a real incident she read about...and there are too many real incidents out there, both historical and current.Recommend.**It is estimated that 350,00 French civilians died during the German occupation, not from bombs or fighting, but from:  crimes against humanity, famine, disease and ""military acting out.""  This war preceded Article 27 of the Geneva Convention; females were considered *carnal booty.*   Since 1949 Article 27 of the Fourth Geneva Convention explicitly prohibits wartime rape and enforced prostitution",The Nightingale
1925,6.0,True,I'm grateful I got the experience of this book,The Nightingale
1926,0.0,True,"For some reason I thought this was going to be a romance novel, boy was I wrong",The Nightingale
1927,5.0,True,This book was not what I was expecting,The Nightingale
1928,6.0,True,"Even though I was wrong about what this book was about, it was an amazing and beautiful novel",The Nightingale
1929,6.0,True,I would highly recommend it to anyone who likes historical fiction,The Nightingale
1930,6.0,True,thank you andré for creating such a beautiful masterpiece!,Call Me by Your Name
1931,3.0,True,i cant put into words how i felt as i listened to those last words spoken by armie,Call Me by Your Name
1932,6.0,True,this is a beautiful novel,Call Me by Your Name
1933,6.0,True,Wow,Call Me by Your Name
1934,6.0,True,"This book is one of my favorites, but Armie Hammer’s beautiful voice brought it to life like never before",Call Me by Your Name
1935,3.0,True,Truly a heartwarming and sensual story,Call Me by Your Name
1936,6.0,True,"“Call Me By Your Name” is not only a brilliant masterpiece of LGBT literature, but it is also one of the greatest romance and coming of age stories to ever be written",Call Me by Your Name
1937,3.0,True,This story is both beautiful and heartbreaking,Call Me by Your Name
1938,6.0,True,“Call Me By Your Name” is one of the most incredible novels to have ever written,Call Me by Your Name
1939,6.0,True,This is one of those novels and stories that will stay with you for the rest of your life,Call Me by Your Name
1940,3.0,True,This love story about Elio and Oliver will touch your heart and then break it into a million pieces,Call Me by Your Name
1941,6.0,True,"An absolutely beautiful, daring and complex novel",Call Me by Your Name
1942,6.0,True,"Armie Hammer's rich baritone, and elegant reading is superb",Call Me by Your Name
1943,0.0,True,Aciman's economy of style is at once direct and poetic,Call Me by Your Name
1944,6.0,True,I will return to this again and again,Call Me by Your Name
1945,3.0,True,"He handles a controversial subject with such sensitivity, frankness and unabashed romanticism that swoons at every turn",Call Me by Your Name
1946,6.0,True,I am amazed,Call Me by Your Name
1947,3.0,True,I will never recover from this,Call Me by Your Name
1948,6.0,True,I am blown away by this book and the performance,Call Me by Your Name
1949,3.0,True,I am now an emotional wreck,Call Me by Your Name
1950,6.0,True,Everything was absolutely gorgeous,Call Me by Your Name
1951,3.0,True,You’ll loose yourself to the nostalgia of your own first love as you listen to Armie Hammer narrate this fantastic and so often poetic book,Call Me by Your Name
1952,3.0,True,Then I wrote a love poem to my husband,Call Me by Your Name
1953,6.0,True,Great performance,Call Me by Your Name
1954,0.0,True,That’s what the ending of this book had me doing,Call Me by Your Name
1955,3.0,True,"Crying in the middle of a restaurant, and immediately on the last words as read by Armie Hammer, rewinding to hear the last few minutes all over again",Call Me by Your Name
1956,6.0,True,Great book,Call Me by Your Name
1957,6.0,True,A story I honestly will never forget,Call Me by Your Name
1958,6.0,True,A must read AND listen to,Call Me by Your Name
1959,6.0,True,Couldn't have been better,Call Me by Your Name
1960,6.0,True,The ease of voice and the effortless flow of words through Elio’s point of view is exquisite,Call Me by Your Name
1961,6.0,True,Now onto Armie Hammer’s magnificent performance,Call Me by Your Name
1962,6.0,True,André Aciman has written a masterpiece in Call Me By Your Name,Call Me by Your Name
1963,0.0,True,Armie has a sort of non-chalantness to his voice that almost feels like he was born to read this story,Call Me by Your Name
1964,6.0,True,He nails the narration in CMBY and really encamptures the listener’s attention all throughout the story,Call Me by Your Name
1965,6.0,True,"All in all, with the masterful writing of Aciman and the beautiful narration by Hammer, this book deserves all of the praise and more",Call Me by Your Name
1966,0.0,True,"The exploration and journey of finding yourself and of sexual awakening, together with a sort of lust, makes this story even more relatable as we’ve all had unattainable crushes we wish would become something more",Call Me by Your Name
1967,3.0,True,I wasn't sure what to expect but it left me in tears,Call Me by Your Name
1968,6.0,True,it's so beautiful,Call Me by Your Name
1969,6.0,True,Really liked how each character had a different narrator,Lilac Girls
1970,6.0,True,Wonderful narration,Lilac Girls
1971,0.0,True,Really well researched story of 3 some with different roles in the events of WW2,Lilac Girls
1972,0.0,True,Engrossing listen,Lilac Girls
1973,6.0,True,Incredible characters,Lilac Girls
1974,6.0,True,LOVED this book,Lilac Girls
1975,6.0,True,Don't pass this book up,Lilac Girls
1976,6.0,True,There was no time in this book when I wanted to put it down,Lilac Girls
1977,6.0,True,All my friends have gotten the book because of my recommendation and they say the same thing,Lilac Girls
1978,6.0,True,more amazing,Lilac Girls
